split,utt_id,speaker_id,gender,age,audio_path,text,accuracy,completeness,fluency,prosodic,total,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,pitch_mean,pitch_std,pitch_range,voiced_ratio,onset_rate_per_sec,pause_ratio,pause_count_per_sec,mean_pause_duration_sec,speech_ratio,pause_count,max_pause_duration_sec,total_pause_duration_sec,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean
train,10133,1,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0001\000010133.WAV,KATE GOT THE TOMATO,8,10.0,8,8,8,0.06261065602302551,0.0743441954255104,0.13648135359116023,0.06242413648578778,1954.4944852142883,636.4915279112206,1736.9007934580977,306.8535341346528,411.71932736666787,77.85423818695283,262.0087383784645,0.6166666666666667,3.125,0.4222222222222222,1.0416666666666667,0.4053333333333333,0.5777777777777777,3.0,0.592,1.216,-364.18353271484375,53.28596115112305,-31.98674964904785,-2.2665419578552246,-31.296606063842773,-29.03005027770996,-32.059486389160156,-19.109739303588867,-22.248140335083008,-18.080219268798828,-18.76921844482422,-8.880950927734375,-11.001500129699707
train,10135,1,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0001\000010135.WAV,TINA LOVES EGGPLANT,8,10.0,9,9,8,0.058578670024871826,0.06722252815961838,0.20515064201732675,0.14282228646921746,2445.170799490439,950.9663425799921,1877.785145308488,302.9726906468449,458.10421249198913,93.9822544793213,340.5559392840075,0.5,2.793296089385475,0.4270639354438237,1.2414649286157666,0.344,0.5729360645561763,4.0,0.576,1.376,-367.3371887207031,30.6435604095459,-27.080181121826172,-8.304855346679688,-30.656448364257812,-23.900806427001953,-25.830581665039062,-16.826265335083008,-18.881427764892578,-21.157148361206055,-17.68088150024414,-12.862663269042969,-13.300764083862305
train,10140,1,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0001\000010140.WAV,DORA IS NOT A CLEANER,8,10.0,9,9,8,0.12420693039894104,0.12079808115959167,0.13539006159855768,0.07629486798512895,1852.8934579813774,761.758235126522,1665.6220666981487,415.0595409180643,384.1291705232813,66.08472666671159,236.3137566132686,0.6105769230769231,2.706766917293233,0.3609022556390977,0.6015037593984962,0.6,0.6390977443609023,2.0,0.624,1.2,-324.47589111328125,62.5594482421875,-39.76573944091797,-18.173505783081055,-25.751882553100586,-17.740501403808594,-30.058420181274414,-31.44825553894043,-15.484771728515625,-20.021955490112305,-17.567716598510742,-3.4259114265441895,-20.477710723876953
train,10145,1,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0001\000010145.WAV,MARK LIVED IN NEW YORK,9,10.0,9,9,9,0.06966297328472137,0.07814094424247742,0.12994970034246575,0.0662665557683994,1807.6557936022498,551.4497406588391,1681.8001122574735,304.778092871394,467.6901188801189,142.07159873361508,544.1729156327922,0.502283105022831,3.438395415472779,0.4126074498567335,0.8595988538681948,0.48,0.5873925501432665,3.0,0.608,1.44,-391.610595703125,54.40972900390625,-32.88090896606445,-1.5804451704025269,-33.57609558105469,-25.034908294677734,-28.741024017333984,-22.686269760131836,-15.606914520263672,-20.271474838256836,-12.333942413330078,-9.844744682312012,-10.5525541305542
train,10149,1,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0001\000010149.WAV,BOB LIVES IN CAIRO NOW,8,10.0,9,8,8,0.07293185591697693,0.08302929252386093,0.15818890321601942,0.11238197292203346,1959.8198325059936,893.2991132630978,1650.3407387802085,441.5634231922089,409.7458903278295,81.358605961394,327.9552766857591,0.7804878048780488,2.7439024390243905,0.3853658536585366,1.524390243902439,0.2528,0.6146341463414634,5.0,0.576,1.264,-375.00628662109375,56.61970138549805,-39.26200485229492,-13.375140190124512,-28.928279876708984,-24.62125015258789,-24.112655639648438,-21.721094131469727,-15.000380516052246,-17.359697341918945,-18.367919921875,-8.099532127380371,-12.711065292358398
train,10168,1,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0001\000010168.WAV,BYE,10,10.0,10,10,10,0.044427290558815,0.07066622376441956,0.14770275297619048,0.05060275494811613,2156.08768630205,426.35314446850447,1953.6051420081074,340.2306472391551,431.1783619576183,37.56048268816456,136.49224685938043,0.8666666666666667,1.7964071856287427,0.6514970059880241,1.1976047904191618,0.544,0.34850299401197593,2.0,0.592,1.088,-454.8424072265625,46.175384521484375,-33.14274597167969,-19.499317169189453,-22.93071746826172,-16.841676712036133,-23.01329231262207,-19.211591720581055,-15.003705024719238,-15.931748390197754,-16.611833572387695,-6.048573970794678,-11.802678108215332
train,10173,1,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0001\000010173.WAV,TREES,9,10.0,10,9,9,0.04972860962152481,0.08116994053125381,0.23619186046511628,0.18657048778361746,2542.7049583293838,1198.5384782730246,1900.9060772673636,331.18766501116403,474.5964064951684,100.52963303294499,258.3094936942746,0.1937984496124031,2.9140359397765905,0.5439533754249636,1.4570179698882952,0.37333333333333335,0.4560466245750364,3.0,0.56,1.12,-356.6757507324219,38.4258918762207,-23.462989807128906,-14.374811172485352,-19.020814895629883,-20.542665481567383,-23.17618179321289,-20.198894500732422,-11.36532974243164,-11.400078773498535,-20.87893295288086,-9.95578384399414,-10.018510818481445
train,50003,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050003.WAV,MIKE LIKES THE WHITE ONE,8,10.0,6,7,7,0.0721718966960907,0.06768053025007248,0.19191607306985295,0.17494216680228503,2364.1513322363126,1109.490192032589,2004.6184242397915,292.1374716073672,357.5740617429316,95.56158769752197,383.6689373284317,0.5441176470588235,2.763067004374856,0.3094635044899839,1.381533502187428,0.224,0.6905364955100162,6.0,0.512,1.344,-331.3555908203125,52.98564529418945,-20.034854888916016,-26.136852264404297,-16.727474212646484,-10.790227890014648,-23.199861526489258,-12.790749549865723,-12.299490928649902,-29.121261596679688,-13.024524688720703,-15.028738975524902,-7.763751029968262
train,50010,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050010.WAV,ITS NAME IS SAY,7,10.0,7,7,7,0.06751175224781036,0.06934566795825958,0.22603075916230367,0.2006575377243864,2464.446656932095,1314.3787843237394,1796.1373140803648,270.230283384283,327.118139529745,19.08730432551065,72.07990638541912,0.418848167539267,5.251066622907778,0.29405973088283555,1.3127666557269444,0.224,0.7059402691171645,4.0,0.56,0.896,-322.8852844238281,44.9693489074707,-3.8545634746551514,-8.256996154785156,-35.341522216796875,-13.478580474853516,-30.28229522705078,-8.142721176147461,-28.975337982177734,-21.016578674316406,-11.763883590698242,-10.526947975158691,-7.524048328399658
train,50024,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050024.WAV,BILLY LOVES AMERICA,7,10.0,6,6,6,0.057587943971157074,0.05257892981171608,0.16485188802083334,0.1436095281618651,2037.163306141019,986.3849816988471,1870.0922444312855,355.2186584708948,327.0893446999037,29.468999151210937,128.80943054123532,0.5916666666666667,3.386298515238343,0.2709038812190675,0.5209690023443605,0.52,0.7290961187809325,2.0,0.576,1.04,-352.16485595703125,55.6343994140625,-31.91162109375,-15.47134780883789,-12.566015243530273,-25.626239776611328,-25.19959259033203,-21.998817443847656,-11.445920944213867,-27.736743927001953,-14.26715087890625,-9.309540748596191,-6.37445592880249
train,50028,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050028.WAV,TWO TWO EIGHT SEVEN,8,10.0,8,8,8,0.026222940534353256,0.02781984955072403,0.2207716557017544,0.16153049478400722,2570.463733378676,1037.8765322417894,1997.6681835628149,235.2241576794762,364.18842401361775,80.71882735015495,351.85973108786277,0.4853801169590643,3.305178112376056,0.2937936099889828,1.4689680499449138,0.2,0.7062063900110171,4.0,0.448,0.8,-417.467529296875,29.09822654724121,-14.368046760559082,-0.24709796905517578,-20.964019775390625,-28.96592903137207,-28.249286651611328,-20.892175674438477,-14.229072570800781,-20.457624435424805,-7.158218860626221,-5.041370391845703,-4.033067226409912
train,50038,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050038.WAV,FOUR FIVE FOUR SEVEN,7,10.0,8,7,7,0.015783412382006645,0.0148194320499897,0.31880967881944444,0.19891582691074736,3037.8227902226627,1271.4362394709653,2048.6643545759684,297.2912409293873,329.868580507854,26.238488551919346,122.86530943095397,0.4444444444444444,5.561348627042058,0.12791101842196734,0.6951685783802573,0.184,0.8720889815780326,2.0,0.24,0.368,-414.4269104003906,16.254030227661133,-8.629923820495605,-18.55650520324707,-24.50307846069336,-24.537811279296875,-31.619829177856445,-12.050527572631836,-17.468679428100586,-20.90898895263672,-14.33480453491211,-4.838708400726318,-9.901070594787598
train,50040,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050040.WAV,FIVE THREE NINE ZERO,8,10.0,8,7,8,0.022666823118925095,0.017118413001298904,0.24535991690751446,0.17137119967492573,2769.168481010716,1097.3303597883055,2044.2118582443209,332.88143717040015,319.0779707700248,20.3648291995851,118.52391946153256,0.5664739884393064,5.430847212165098,0.06951484431571325,1.0861694424330195,0.064,0.9304851556842868,3.0,0.096,0.192,-392.8486328125,18.60990333557129,-8.863768577575684,-0.8102347254753113,-23.86296844482422,-40.687442779541016,-38.9615478515625,-7.572534561157227,-8.147164344787598,-30.266685485839844,-10.245697021484375,-10.762269973754883,-10.318216323852539
train,50047,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050047.WAV,SIX FIVE THREE,7,10.0,8,7,7,0.029309557750821114,0.02855466492474079,0.34720606161347517,0.1987469710378841,3255.096183867381,1344.3553704864719,1919.71201200602,296.21641924415013,340.48471804860145,20.64456430217907,87.67629723863661,0.3404255319148936,7.09849157054126,0.17036379769299023,1.774622892635315,0.096,0.8296362023070097,4.0,0.176,0.384,-374.78912353515625,3.8006162643432617,-13.01702880859375,-3.4837756156921387,-27.048561096191406,-25.8067626953125,-23.99565315246582,-17.802438735961914,-14.661321640014648,-24.454071044921875,-6.17424201965332,-2.963744878768921,-8.335939407348633
train,50049,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050049.WAV,TWO FIVE EIGHT,7,10.0,9,8,7,0.0252994317561388,0.032235801219940186,0.26761456389925375,0.1312068999512375,2699.878980959456,866.6862558930469,1970.4554071424923,271.63910253983823,351.5565401068958,20.22469565946124,105.64645946502043,0.30597014925373134,2.8182245185533112,0.33818694222639734,1.4091122592766556,0.24,0.6618130577736027,3.0,0.528,0.72,-408.3299255371094,27.181625366210938,-26.55096435546875,-6.1840901374816895,-25.853994369506836,-15.139883041381836,-25.968990325927734,-20.099401473999023,-11.104720115661621,-20.493616104125977,-7.601708889007568,-0.6501983404159546,-7.2494964599609375
train,50055,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050055.WAV,WE LESS MEAT,9,10.0,8,8,8,0.029867976903915405,0.029672978445887566,0.26809430803571427,0.21111044093730286,2782.2846718359215,1328.714642075441,2009.6322116762474,373.7142798793775,354.57631326690023,44.06485137394625,246.06457088471842,0.45714285714285713,4.468275245755138,0.2645218945487042,1.3404825737265416,0.19733333333333333,0.7354781054512958,3.0,0.48,0.592,-426.05975341796875,25.70383644104004,1.1062493324279785,0.6078698635101318,-29.51708221435547,-27.44954490661621,-23.936384201049805,-19.696226119995117,-18.966352462768555,-21.57453155517578,-7.93493127822876,-7.6171369552612305,-5.792611598968506
train,50078,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050078.WAV,DOSE MIKE LIKE THE HAMBURGER,7,10.0,7,6,7,0.015539916232228279,0.011478831991553307,0.23745399664256198,0.15254628136157902,2687.3947637963884,958.0194018250128,2030.9581038781823,327.137491225655,327.82063541725495,24.505171910759707,150.16095858633324,0.628099173553719,3.6175710594315245,0.1695090439276486,0.5167958656330749,0.328,0.8304909560723515,2.0,0.496,0.656,-423.5486755371094,23.249099731445312,-24.131153106689453,-11.864562034606934,-19.463531494140625,-14.3439359664917,-28.276569366455078,-20.125654220581055,-14.027423858642578,-26.939159393310547,-9.853484153747559,-8.881880760192871,-9.704171180725098
train,50079,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050079.WAV,ANNIE WANT HAVE SOME PRETTIES,7,10.0,6,6,6,0.020014090463519096,0.014536972157657146,0.2603260577749141,0.1878561472840505,2853.542165018018,1116.9206015636253,1999.456477635942,289.37496716578096,333.71497307009076,26.823349406588658,126.59656162280987,0.5429553264604811,3.4475328592975654,0.22064210299504416,0.8618832148243913,0.256,0.7793578970049558,4.0,0.464,1.024,-421.9549560546875,10.751934051513672,-13.308055877685547,-3.21689772605896,-26.50905418395996,-17.537263870239258,-23.587793350219727,-12.506779670715332,-21.928058624267578,-29.057100296020508,-9.888187408447266,-7.041504859924316,-8.135733604431152
train,50083,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050083.WAV,KATE'S GOT SOME GREY,6,7.5,7,7,5,0.052263226360082626,0.08298903703689575,0.30932776756535946,0.18050465709559207,3001.8674828531207,1290.3730746907681,1982.7273297443955,398.3641866030837,403.6367246762411,159.60800600734777,456.7564082890433,0.3464052287581699,5.338809034907597,0.47310061601642717,1.6427104722792607,0.28800000000000003,0.5268993839835728,4.0,0.544,1.1520000000000001,-364.08209228515625,19.578569412231445,-1.2738158702850342,-11.96886920928955,-19.13529396057129,-14.58733081817627,-29.41817283630371,-20.282316207885742,-17.332319259643555,-12.51572036743164,-4.942991733551025,-4.063330173492432,-2.94942569732666
train,50095,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050095.WAV,LOOK AT JOHN'S SWEATER,7,10.0,6,7,7,0.04648974537849426,0.04452691227197647,0.2655391483516483,0.2036097953422236,2852.8173204621803,1298.7222129690524,2015.8204847479035,308.5289899572722,329.99562710954774,21.728672227799688,119.06248939034509,0.46153846153846156,4.825922095829025,0.2647362978283351,1.3788348845225784,0.192,0.7352637021716649,4.0,0.496,0.768,-356.5785217285156,23.204622268676758,-14.685380935668945,-18.80360984802246,-20.83983039855957,-14.54665756225586,-31.563230514526367,-26.794170379638672,-6.790106296539307,-20.20505142211914,-14.720641136169434,-4.282055377960205,-10.465014457702637
train,50099,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050099.WAV,TIM HAS A BEAUTIFUL TELL,7,10.0,8,6,7,0.05276452377438545,0.05196951702237129,0.1865234375,0.14938601494084505,2296.9458082123692,1063.63838167686,1933.7800415917882,335.1958111511964,328.23432021577065,36.642343017108324,179.7274252605628,0.6089385474860335,3.8596491228070176,0.2750877192982456,1.4035087719298245,0.196,0.7249122807017544,4.0,0.448,0.784,-350.9394226074219,46.391845703125,-15.418292999267578,-9.851908683776855,-22.58317756652832,-21.542346954345703,-25.97812843322754,-22.101579666137695,-18.81134796142578,-25.130949020385742,-13.603714942932129,-5.4674577713012695,-9.919646263122559
train,50100,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050100.WAV,JIM LIKES YOUR BLUE SHORE,8,10.0,8,7,7,0.08620736747980118,0.07486326992511749,0.1968440488387978,0.16592125200833494,2361.280292412038,1285.173140175123,1913.4363247325123,412.95501395275807,378.3450634256946,127.1918141918633,431.1140935210106,0.5737704918032787,3.4246575342465753,0.2684931506849315,1.0273972602739727,0.26133333333333336,0.7315068493150685,3.0,0.464,0.784,-331.21490478515625,48.144371032714844,-14.44450569152832,-17.9931583404541,-27.170278549194336,-15.613184928894043,-15.364615440368652,-29.24796485900879,-19.219097137451172,-28.187232971191406,-3.8030245304107666,-15.885523796081543,-7.613693714141846
train,50114,5,m,6,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER0005\000050114.WAV,ANNIE WENT WALKING THEM PARK,8,10.0,8,6,7,0.014878137968480587,0.012666398659348488,0.21562898596938776,0.1415047335070346,2612.216916425163,880.6824922092893,2180.435935332587,304.1537945724509,344.2574476246638,23.77843460313192,130.98738047730404,0.5877551020408164,3.0698388334612434,0.26605269889997446,1.0232796111537479,0.26,0.7339473011000255,4.0,0.448,1.04,-462.7724609375,30.74677085876465,-7.192016124725342,-4.78075647354126,-17.332788467407227,-14.278294563293457,-20.1404972076416,-23.97554588317871,-11.19133472442627,-32.37813186645508,-12.229766845703125,-6.521472454071045,-6.53524112701416
